0.0982,-7.903909720480442
0.1009,-7.903579838573933
0.0958,-7.942191377282143
0.0958,-8.06350091099739
0.1274,-7.9156531020998955
0.1671,-8.104093261063099
0.2154,-9.299016289412975
0.1603,-10.834645047783852
0.2682,-13.92741085588932
0.266,-16.48665599524975
0.2965,-17.99943122267723
0.4659,-19.645199209451675
0.5312,-32.56658750772476
0.5535,-38.84096002578735
0.6567,-44.52904036641121
0.6028,-44.99454030394554
0.574,-39.104075878858566
0.63,-44.49513319134712
0.6507,-46.29176577925682
0.7216,-54.40730690956116
0.7666,-56.757331907749176
0.7562,-55.47522258758545
0.6995,-52.8788543343544
0.8096,-60.61355406045914
0.7907,-58.293986558914185
0.842,-62.56575953960419
0.8054,-60.446027636528015
0.8476,-63.833419501781464
0.8212,-63.47853237390518
0.8711,-65.96285438537598
0.8552,-65.4023208618164
0.8825,-67.04371356964111
0.8726,-67.16237264871597
0.8818,-67.60320395231247
0.8861,-68.15840089321136
0.8932,-68.91599535942078
0.8948,-69.21445673704147
0.9057,-69.9026820063591
0.8925,-68.98337662220001
0.8933,-69.0116907954216
0.9019,-69.83256494998932
0.9081,-70.55264061689377
0.9061,-70.28776371479034
0.9071,-70.24883502721786
0.92,-71.67587774991989
0.9187,-71.56491607427597
0.9056,-70.46633595228195
0.9096,-70.71698212623596
0.9252,-72.20965617895126
0.9068,-70.67242932319641
0.9077,-70.79507237672806
0.9307,-72.52524220943451
0.9164,-71.52297937870026
0.9367,-73.12181943655014
0.9246,-72.20311498641968
0.9343,-72.95925414562225
0.9363,-73.19078809022903
0.9366,-73.37516313791275
0.9362,-73.26528227329254
0.9322,-73.03362542390823
0.9372,-73.22102946043015
0.9406,-73.63933724164963
0.9395,-73.56727731227875
0.9423,-73.8130030632019
0.9401,-73.54023903608322
0.9423,-73.82300609350204
0.9399,-73.54521983861923
0.9409,-73.63413256406784
0.9446,-73.94590020179749
0.9469,-74.144759953022
0.9435,-73.88822138309479
0.9436,-74.06488925218582
0.9442,-74.09952694177628
0.9489,-74.40776979923248
0.9427,-74.0498241186142
0.9466,-74.4120500087738
0.9465,-74.21891617774963
0.9505,-74.61188870668411
0.9529,-74.80173945426941
0.9494,-74.5092875957489
0.9453,-74.11937564611435
0.9517,-74.82785660028458
0.9439,-74.0871462225914
0.955,-75.08111202716827
0.9542,-74.98961800336838
0.9596,-75.45538187026978
0.9574,-75.19314604997635
0.955,-75.05340218544006
0.961,-75.55635786056519
0.9579,-75.29153835773468
0.9513,-74.7431748509407
0.9605,-75.4690750837326
0.9574,-75.243727684021
0.9617,-75.6293044090271
0.9596,-75.49093949794769
0.9534,-75.0371817946434
0.9623,-75.703309237957
0.9558,-75.20066422224045
0.9609,-75.44433867931366
0.9643,-75.86483061313629
0.9602,-75.65792030096054
0.9567,-75.14320933818817
0.9609,-75.6171081662178
0.9604,-75.55615097284317
0.9619,-75.60571885108948
0.9633,-75.85158890485764
0.961,-75.68525803089142
0.963,-75.79081505537033
0.9656,-75.95684880018234
0.9654,-75.92416036128998
0.9657,-75.87308669090271
0.963,-75.72283190488815
0.9656,-75.9750965833664
0.9611,-75.59924173355103
0.967,-76.06568419933319
0.9661,-76.06452465057373
0.9642,-75.89862650632858
0.9684,-76.2372876405716
0.9663,-76.11437565088272
0.9672,-76.03117418289185
0.9673,-76.08607012033463
0.9692,-76.23010408878326
0.9668,-75.97990423440933
0.9657,-75.9674551486969
0.9683,-76.20527648925781
0.967,-76.12657243013382
0.9683,-76.18121594190598
0.9711,-76.41713535785675
0.9636,-75.72039967775345
0.9702,-76.26010197401047
0.9689,-76.32102686166763
0.9701,-76.36587196588516
0.9701,-76.34216612577438
0.9712,-76.45353388786316
0.9718,-76.52023857831955
0.971,-76.47230625152588
0.9694,-76.25325375795364
0.9693,-76.24697536230087
0.9704,-76.30478698015213
0.9724,-76.56344360113144
0.9708,-76.42518436908722
0.9667,-76.14385396242142
0.9674,-76.14453691244125
0.9719,-76.51127690076828
0.9735,-76.6498606801033
0.9694,-76.33718007802963
0.9743,-76.70843106508255
0.9711,-76.47605592012405
0.9727,-76.6608048081398
0.9744,-76.76663559675217
0.9743,-76.76779860258102
0.9741,-76.74181455373764
0.9748,-76.75862348079681
0.9732,-76.66612035036087
0.9749,-76.7743684053421
0.9716,-76.54694038629532
0.973,-76.6640710234642
0.9674,-76.20659691095352
0.971,-76.47433167695999
0.9729,-76.65992486476898
0.9732,-76.66058677434921
0.9741,-76.70163929462433
0.975,-76.7934900522232
0.9755,-76.8126848936081
0.9731,-76.66277921199799
0.9728,-76.61367183923721
0.9746,-76.84735250473022
0.9743,-76.76783609390259
0.975,-76.86076271533966
0.975,-76.8727296590805
0.973,-76.57753616571426
0.9718,-76.57720464468002
0.972,-76.53177487850189
0.9745,-76.81249457597733
0.9742,-76.82967573404312
0.9744,-76.80737662315369
0.9755,-76.91000294685364
0.9769,-76.98137176036835
0.9731,-76.70666855573654
0.9714,-76.56070679426193
0.977,-76.9357545375824
0.9756,-76.85377115011215
0.9772,-77.0515753030777
0.9755,-76.84868443012238
0.9763,-76.9494977593422
0.977,-77.0508639216423
0.9764,-76.96382135152817
0.9706,-76.43021529912949
0.9763,-76.95242393016815
0.9765,-76.99048751592636
0.9737,-76.77764928340912
0.9721,-76.65140134096146
0.9753,-76.8570865392685
0.9767,-77.03738802671432
0.9778,-77.0590431690216
0.9754,-76.97159826755524
0.9773,-77.06827336549759
0.9772,-77.02883249521255
0.9764,-76.94833010435104
0.9772,-77.06540632247925
