agent1,93,local
agent0,3,local
agent1,56,local
agent0,37,local
agent1,12,local
agent0,74,local
agent1,20,local
agent0,50,local
agent0,35,local
agent1,27,local
agent0,40,local
agent1,19,local
agent0,67,local
agent1,43,local
agent0,79,local
agent1,4,local
agent0,11,local
agent1,48,local
agent0,34,local
agent1,28,local
agent0,97,local
agent1,98,local
agent0,66,local
agent1,28,local
agent0,38,local
agent1,87,local
agent0,46,local
agent1,98,local
agent0,38,local
agent1,60,local
agent0,81,local
agent1,29,local
agent0,8,local
agent1,87,local
agent0,65,local
agent1,34,local
agent0,27,local
agent1,91,local
agent0,72,local
agent1,83,local
agent0,19,local
agent1,74,local
agent0,23,local
agent1,13,local
agent0,46,local
agent1,88,local
agent0,3,local
agent1,8,local
agent0,9,local
agent1,22,local
agent0,4,local
agent1,95,local
agent0,6,local
agent1,23,local
agent0,8,local
agent1,94,local
agent0,11,local
agent1,22,local
agent0,82,local
agent1,88,local
agent0,76,local
agent1,57,local
agent0,95,local
agent1,26,local
agent0,39,local
agent1,61,local
agent0,68,local
agent1,84,local
agent0,48,local
agent1,77,local
agent0,30,local
agent1,53,local
agent0,33,local
agent1,23,local
agent0,32,local
agent1,81,local
agent0,95,local
agent1,52,local
agent0,24,local
agent1,8,local
agent0,91,local
agent1,31,local
agent0,93,local
agent1,60,local
agent0,79,local
agent1,53,local
agent0,88,local
agent1,10,local
agent0,82,local
agent1,88,local
agent0,6,local
agent1,75,local
agent0,50,local
agent1,31,local
agent0,80,local
agent1,38,local
agent0,36,local
agent1,32,local
agent0,57,local
agent1,71,local
agent0,79,local
agent0,79,global
agent1,96,local
agent1,96,global
agent0,5,local
agent1,80,local
agent0,57,local
agent1,27,local
agent0,71,local
agent1,65,local
agent0,75,local
agent1,47,local
agent0,0,local
agent1,12,local
agent0,61,local
agent1,82,local
agent0,62,local
agent1,85,local
agent0,75,local
agent1,91,local
agent0,93,local
agent1,11,local
agent0,84,local
agent1,76,local
agent0,67,local
agent1,8,local
agent0,82,local
agent1,32,local
agent0,63,local
agent1,85,local
agent0,2,local
agent1,44,local
agent0,14,local
agent1,83,local
agent0,83,local
agent1,21,local
agent0,50,local
agent1,70,local
agent0,0,local
agent1,57,local
agent0,12,local
agent1,69,local
agent0,78,local
agent1,58,local
agent0,77,local
agent1,42,local
agent0,45,local
agent1,90,local
agent0,50,local
agent1,82,local
agent0,72,local
agent1,12,local
agent0,54,local
agent1,53,local
agent0,56,local
agent1,86,local
agent0,33,local
agent1,91,local
agent0,75,local
agent1,76,local
agent0,83,local
agent1,9,local
agent0,47,local
agent1,59,local
agent0,75,local
agent1,74,local
agent0,1,local
agent1,84,local
agent0,10,local
agent1,81,local
agent0,16,local
agent1,27,local
agent0,18,local
agent1,40,local
agent0,22,local
agent1,79,local
agent0,31,local
agent1,69,local
agent0,21,local
agent1,92,local
agent0,52,local
agent1,95,local
agent0,29,local
agent1,75,local
agent0,69,local
agent1,11,local
agent0,24,local
agent1,73,local
agent0,34,local
agent1,97,local
agent0,19,local
agent1,98,local
agent0,36,local
agent1,45,local
agent0,39,local
agent1,75,local
agent0,56,local
agent1,88,local
agent0,75,local
agent1,79,local
agent0,40,local
agent1,2,local
agent0,9,local
agent1,10,local
agent0,15,local
agent0,15,global
agent1,37,local
agent1,37,global
agent0,73,local
agent1,40,local
agent0,17,local
agent1,42,local
agent0,21,local
agent1,90,local
agent0,73,local
agent1,27,local
agent0,46,local
agent1,2,local
agent0,31,local
agent1,90,local
agent0,30,local
agent1,19,local
agent0,40,local
agent1,33,local
agent0,28,local
agent1,59,local
agent0,58,local
agent1,84,local
agent0,0,local
agent1,1,local
agent0,59,local
agent1,36,local
agent0,17,local
agent1,51,local
agent0,99,local
agent1,88,local
agent0,44,local
agent1,90,local
agent0,89,local
agent1,3,local
agent0,68,local
agent1,26,local
agent0,1,local
agent1,54,local
agent0,73,local
agent1,71,local
agent0,41,local
agent1,26,local
agent0,68,local
agent1,38,local
agent0,69,local
agent1,22,local
agent0,50,local
agent1,30,local
agent0,44,local
agent1,25,local
agent0,93,local
agent1,42,local
agent0,18,local
agent1,46,local
agent0,60,local
agent1,72,local
agent0,37,local
agent1,63,local
agent0,36,local
agent1,45,local
agent0,71,local
agent1,12,local
agent0,22,local
agent1,0,local
agent0,27,local
agent1,36,local
agent0,30,local
agent1,11,local
agent0,59,local
agent1,72,local
agent0,43,local
agent1,95,local
agent0,2,local
agent1,7,local
agent0,57,local
agent1,43,local
agent0,35,local
agent1,20,local
agent0,46,local
agent1,68,local
agent0,86,local
agent1,52,local
agent0,1,local
agent1,70,local
agent0,14,local
agent1,22,local
agent0,57,local
agent1,63,local
agent0,10,local
agent1,27,local
agent0,97,local
agent1,81,local
agent0,35,local
agent1,32,local
agent0,74,local
agent1,48,local
agent0,82,local
agent1,97,local
agent0,67,local
agent1,83,local
agent0,22,local
agent1,92,local
agent0,14,local
agent0,14,global
agent1,65,local
agent1,65,global
agent0,39,local
agent1,37,local
agent0,22,local
agent1,10,local
agent0,84,local
agent1,46,local
agent0,43,local
agent1,8,local
agent0,17,local
agent1,49,local
agent0,12,local
agent1,46,local
agent0,31,local
agent1,77,local
agent0,71,local
agent1,20,local
agent0,36,local
agent1,79,local
agent0,31,local
agent1,73,local
agent0,80,local
agent1,55,local
agent0,53,local
agent1,9,local
agent0,74,local
agent1,53,local
